rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18
21433,0.931,289,6,1,0,32,1,43,0,71,5,3,4,3,2,1,16,1
21434,0.916,465,8,0,0,32,0,57,1,89,5,9,1,3,6,5,13,1
21435,0.151,101,8,1,1,32,1,30,0,80,5,8,5,1,4,4,7,1
21436,0.307,95,6,1,0,34,1,27,0,85,5,3,4,3,2,2,12,1
21437,0.583,629,5,1,0,25,1,74,0,50,5,7,4,3,5,4,2,1
21438,0.794,231,2,1,0,32,1,37,0,50,5,3,4,3,3,1,10,1
21439,0.705,99,7,0,0,32,1,28,0,90,5,4,1,3,3,4,18,1
21440,0.333,128,8,1,1,32,0,29,0,67,2,19,4,3,9,3,15,0
21441,0.199,101,2,0,1,32,2,26,0,72,5,6,4,3,4,2,17,1
21442,0.916,401,0,1,0,27,2,52,0,50,5,11,4,3,5,2,5,1
21443,0.77,285,6,1,0,32,0,41,1,90,5,8,4,3,6,5,20,1
21444,0.18,159,2,1,0,32,0,31,0,80,2,12,4,3,8,5,3,0
21445,0.192,169,5,0,0,0,2,40,0,76,7,6,4,3,3,4,20,1
21446,0.383,106,8,0,0,10,1,27,0,90,5,0,1,3,0,0,16,1
21447,0.893,464,1,1,0,32,2,56,0,50,5,9,2,1,5,2,8,1
21448,0.433,665,0,1,0,0,3,79,0,50,5,5,4,3,4,1,15,1
21449,0.416,160,5,0,1,32,0,35,0,57,5,4,4,3,3,2,19,1
21450,0.616,149,1,1,0,32,1,30,0,51,3,9,4,3,6,4,17,0
21451,0.25,373,7,1,0,32,1,49,1,72,5,3,4,3,4,2,20,1
21452,0.25,84,0,1,0,23,0,28,0,100,5,4,4,3,4,1,12,1
21453,0.53,337,1,0,0,32,3,49,0,54,1,9,4,3,7,2,16,0
21454,0.916,220,1,1,0,32,1,38,0,100,6,15,4,3,5,3,7,2
21455,0.583,18,6,0,1,32,1,23,0,95,5,6,4,3,3,4,16,1
21456,0.75,173,1,1,1,34,0,33,0,100,5,16,4,3,9,3,8,0
21457,0.661,413,2,0,0,32,1,56,0,50,5,7,4,3,4,4,17,1
21458,0.005,520,0,1,0,44,2,61,0,64,2,16,2,1,9,3,16,2
21459,1,85,2,1,1,10,1,26,0,95,2,3,5,3,1,1,19,0
21460,1,542,6,1,0,39,0,63,0,50,5,19,4,3,9,3,16,0
21461,0.166,240,2,1,1,34,1,50,0,50,5,17,5,3,9,3,15,2
21462,0.111,103,8,0,1,34,1,26,0,64,5,5,1,3,3,4,20,1
21463,0.77,95,7,0,1,34,1,34,0,80,5,6,4,3,5,4,20,1
21464,0.753,575,2,0,0,0,2,65,0,62,5,4,4,3,3,2,11,1
21465,0.083,200,3,1,1,32,1,38,0,72,5,5,4,3,3,1,14,1
21466,0.5,313,8,0,0,34,1,45,0,90,5,7,1,3,5,4,13,1
21467,0.916,204,5,0,1,32,0,36,0,68,5,9,4,3,7,5,12,1
21468,0.184,352,4,0,0,48,2,49,0,50,1,9,4,3,4,4,4,2
21469,0.133,364,2,0,0,32,2,60,0,50,5,7,4,3,6,2,19,0
21470,0.73,227,0,1,0,32,1,37,1,61,3,11,4,3,6,4,16,1
21471,0.166,432,5,1,1,44,2,56,0,50,2,15,4,3,8,3,17,0
21472,1,416,8,1,0,27,2,54,0,50,2,16,4,3,8,3,14,2
21473,0.333,157,8,1,1,0,3,33,0,88,5,2,1,3,2,2,13,1
21474,0.249,206,5,1,0,32,0,36,0,50,5,7,4,3,5,4,15,1
21475,0.416,413,3,1,0,32,1,52,0,58,5,4,4,3,3,2,16,0
21476,0.333,151,2,0,1,32,1,37,0,76,5,4,4,3,3,1,16,0
21477,0.408,380,1,1,1,39,0,54,0,54,7,11,4,3,5,5,17,1
21478,0.102,90,0,1,0,32,1,31,0,68,7,6,4,3,3,4,13,1
21479,0.923,341,0,1,0,44,1,56,0,50,2,4,5,3,1,1,9,0
21480,0.794,540,8,1,0,32,0,71,1,50,2,10,4,3,6,5,11,1
21481,0.311,83,0,0,1,34,0,25,0,85,5,4,4,1,3,2,20,1
21482,0.75,358,0,0,0,32,2,49,0,50,5,6,4,3,4,1,3,1
21483,0.749,385,3,1,0,32,2,52,0,50,8,11,4,1,1,0,5,0
21484,0.629,108,1,0,0,32,2,28,0,60,5,9,2,1,4,4,14,1
21485,0.536,284,4,1,1,32,1,43,0,50,5,15,4,3,8,3,13,2
21486,1,302,6,1,0,29,2,51,0,50,8,11,4,1,0,0,18,1
21487,0.864,267,8,1,0,32,2,51,0,50,7,8,4,1,4,5,17,1
21488,0.497,533,4,1,0,39,0,70,0,72,5,12,4,3,8,3,7,0
21489,0.5,299,1,1,0,32,2,46,0,55,1,9,4,3,8,2,3,0
21490,0.249,271,1,0,0,32,1,40,0,52,4,7,4,3,5,4,6,1
21491,0.96,514,0,1,0,0,1,60,0,50,6,17,2,1,7,3,16,2
21492,0.666,413,2,1,0,25,2,56,0,76,7,7,4,3,3,4,19,1
21493,0.474,570,4,1,0,39,0,72,0,50,5,21,4,3,9,3,15,0
21494,0.166,240,3,0,1,0,2,38,0,50,5,11,4,3,5,2,10,1
21495,0.032,136,1,1,1,10,1,29,0,100,5,5,4,3,4,2,9,1
21496,1,196,5,0,1,32,1,34,0,57,5,4,4,3,3,2,18,1
21497,0.35,361,6,1,1,32,0,49,0,106,5,10,4,3,7,5,16,0
21498,0.363,293,3,1,0,34,1,45,0,56,3,14,4,3,5,3,8,2
21499,0.916,158,2,1,0,32,0,32,0,51,5,11,2,1,7,5,9,2
21500,0.833,85,2,0,0,32,1,25,0,72,5,6,4,1,4,2,12,1
21501,0.658,62,0,0,1,34,1,25,0,90,5,4,4,3,4,1,18,1
21502,0.248,315,8,0,0,32,0,62,0,50,5,9,4,1,4,5,16,1
21503,0.091,419,3,0,0,34,1,54,0,50,5,10,4,3,6,4,9,1
21504,0.152,119,3,0,1,34,1,28,0,60,5,5,4,3,3,2,10,1
21505,0.583,398,1,0,0,32,0,54,0,50,5,7,4,3,5,2,13,1
21506,0.416,298,1,1,0,0,2,44,0,50,5,10,2,1,8,4,11,1
21507,0.416,211,4,0,0,34,1,38,1,50,5,7,4,3,5,4,12,1
21508,0.083,303,4,1,0,31,2,45,0,50,3,11,2,1,5,4,19,1
21509,0.666,239,8,0,0,32,1,40,0,64,2,1,1,3,1,2,18,1
21510,0.02,109,7,0,1,10,1,27,0,80,5,3,4,3,1,2,15,1
21511,0.583,327,0,1,0,32,1,46,0,57,5,17,2,1,9,3,1,0
21512,0.083,508,3,1,0,32,2,61,0,50,5,13,4,3,8,5,10,1
21513,0.249,133,1,0,0,32,1,29,0,54,5,6,4,3,4,1,17,1
21514,0.75,459,1,1,0,44,2,57,0,85,6,13,2,1,4,0,16,2
21515,0.833,514,7,0,0,39,0,62,1,50,5,3,4,3,3,2,15,2
21516,0.458,350,1,0,0,38,3,50,0,51,2,14,4,3,8,3,17,0
21517,0.31,86,2,0,1,32,1,25,0,72,5,7,4,1,4,2,7,1
21518,0.449,214,0,1,1,32,2,35,0,54,7,12,2,1,8,5,15,2
21519,0.499,166,6,0,0,34,1,31,0,51,5,6,4,3,4,4,8,1
21520,0.416,227,7,0,1,32,1,40,1,80,5,3,4,3,2,2,20,0
21521,0.666,564,4,1,0,29,2,65,0,50,8,9,4,1,1,0,5,1
21522,0.083,497,4,1,0,32,1,60,0,50,3,9,4,3,6,4,16,1
21523,0.229,320,8,0,0,32,0,45,0,50,5,2,1,3,2,2,11,1
21524,0.333,264,7,0,0,34,1,41,0,68,5,4,4,3,3,2,15,1
21525,0.833,543,3,0,0,39,0,67,0,50,6,8,4,3,1,2,16,0
21526,0.583,363,5,1,0,29,2,49,0,90,8,9,4,1,0,0,7,1
21527,0.333,696,1,1,0,39,0,77,1,50,5,6,4,3,4,2,3,0
21528,0.224,464,1,1,0,32,2,56,0,50,5,6,2,1,4,2,8,1
21529,0.333,319,3,0,0,32,0,55,0,50,4,10,2,1,3,5,4,1
21530,0.749,69,6,1,1,10,1,24,0,80,5,3,4,3,4,2,4,1
21531,0.266,665,5,1,0,39,0,74,0,50,5,10,2,1,6,5,17,1
21532,0.75,327,3,0,1,32,0,47,0,72,5,6,4,1,3,2,19,1
21533,0.014,337,4,1,0,32,0,50,1,54,3,13,2,1,3,3,19,1
21534,0.292,139,1,1,0,32,1,31,1,57,3,14,2,1,6,3,19,1
21535,0.833,218,8,1,0,32,0,42,0,95,7,4,1,3,2,4,3,1
21536,0.316,74,2,0,1,0,1,24,0,76,2,5,5,3,1,1,17,1
21537,0.833,227,4,1,1,32,1,37,0,63,6,12,4,3,4,3,17,1
21538,0.071,121,5,1,0,32,0,28,0,85,5,4,4,3,3,1,17,1
21539,0.499,554,3,0,0,39,0,70,1,50,5,3,4,3,4,2,15,1
21540,0.5,333,0,0,0,32,0,52,0,64,5,6,4,3,4,2,15,1
21541,0.408,84,8,1,1,10,1,26,0,72,5,2,1,3,1,2,11,1
21542,0.135,235,1,1,1,32,1,37,0,51,5,11,2,1,7,4,20,0
21543,0.751,36,4,1,0,32,1,35,0,95,5,7,4,3,6,4,20,1
21544,0.9,190,8,0,0,32,0,34,0,54,5,3,4,3,2,1,18,1
21545,0.666,413,2,1,0,25,2,56,0,76,7,7,4,3,3,4,19,1
21546,0.401,35,2,0,1,10,1,25,0,100,5,4,4,3,4,1,17,1
21547,0.416,209,7,0,0,32,1,37,0,50,5,3,4,3,3,2,17,1
21548,0.749,151,7,1,1,25,0,36,0,100,8,5,4,1,2,2,11,1
21549,0.094,156,8,1,1,32,0,31,0,68,2,2,1,3,2,2,6,1
21550,0.916,132,2,1,0,29,2,30,0,100,5,11,4,3,5,2,15,0
21551,0.666,565,4,1,1,39,0,65,0,85,5,9,2,1,5,2,8,1
21552,0.971,307,2,0,0,0,2,48,0,64,5,9,4,3,7,2,18,1
21553,0.666,195,3,0,1,32,0,34,0,50,5,4,4,3,3,2,4,1
21554,0.154,79,4,0,1,32,1,24,0,73,5,6,4,3,6,2,15,1
21555,0.25,168,1,1,1,32,1,37,0,60,5,6,4,3,4,2,3,1
21556,0.244,488,7,0,0,32,1,60,0,95,5,2,4,3,2,1,18,1
21557,0.666,300,4,0,1,29,3,43,0,59,2,3,5,3,1,1,9,1
21558,0.416,321,1,1,0,32,1,45,0,50,5,9,2,1,5,4,13,2
21559,0.478,157,3,0,0,32,0,31,0,100,5,5,4,3,3,2,10,2
21560,0.25,432,4,0,0,39,0,68,0,50,5,6,4,3,4,2,9,0
21561,0.083,168,5,1,1,34,1,32,0,60,5,8,4,3,8,2,15,1
21562,0.052,195,0,1,0,32,1,34,0,72,7,13,2,1,7,5,14,1
21563,0.086,94,6,1,0,32,0,25,1,68,5,7,4,3,4,4,13,2
21564,0.229,283,6,1,0,32,0,41,1,81,5,8,4,3,6,5,20,1
21565,0.304,472,2,1,0,29,2,57,0,50,5,14,2,1,8,5,16,1
21566,0.563,217,1,1,1,32,2,41,0,67,5,9,4,3,7,2,15,1
21567,0.513,291,4,1,0,30,2,42,0,50,8,5,4,1,1,4,16,1
21568,0.249,83,0,1,1,32,2,25,0,72,5,8,2,1,5,2,4,0
21569,0.247,383,2,1,0,0,2,50,0,50,8,5,4,1,4,2,14,1
21570,0.176,462,8,0,0,34,1,60,0,58,5,6,4,3,6,2,7,2
21571,0.041,302,5,0,0,13,2,43,0,50,5,3,4,3,3,1,15,0
21572,0.002,67,4,1,0,32,1,24,0,90,5,9,4,3,7,4,15,1
21573,0.666,352,2,1,0,44,2,47,0,50,5,11,2,1,7,5,11,0
21574,0.002,170,2,0,1,32,1,32,0,76,5,6,4,3,3,2,17,1
21575,0.513,222,2,0,0,32,2,38,0,52,5,6,4,3,4,1,16,1
21576,0.118,66,7,0,0,32,0,26,0,80,5,7,4,3,5,4,20,1
21577,0.21,579,6,0,0,39,0,68,1,73,5,7,4,3,5,4,20,1
21578,0.25,277,6,0,1,25,0,43,0,50,1,10,4,3,7,4,10,0
21579,0.499,143,1,1,1,34,1,30,1,60,5,7,2,1,4,2,13,0
21580,0.749,742,7,1,0,39,0,80,0,50,6,12,4,3,7,5,15,1
21581,0.143,417,0,1,0,39,0,74,0,50,0,11,2,1,3,0,12,1
21582,0.052,264,5,0,0,0,2,52,0,90,7,7,4,1,2,4,18,1
21583,0.314,59,8,1,1,32,1,23,0,95,5,3,1,3,0,1,13,1
21584,0.4,363,7,0,0,32,0,49,0,50,5,9,4,3,5,5,18,1
21585,0.603,172,0,1,1,32,1,33,0,95,6,12,2,1,4,5,14,2
21586,0.5,187,1,1,0,32,2,35,0,68,4,10,2,1,5,4,13,1
21587,0.117,609,5,1,0,39,0,71,0,50,5,17,5,3,9,3,16,2
21588,0.166,450,4,0,0,27,2,56,0,50,5,6,4,3,4,2,7,0
21589,0.411,238,6,1,0,34,1,48,0,63,7,7,5,1,3,4,14,1
21590,0.75,355,8,0,0,32,1,57,0,57,5,9,1,3,4,2,3,1
21591,0.166,288,1,1,0,32,2,53,0,68,8,11,2,1,2,0,15,1
21592,0.531,267,6,1,0,32,2,40,0,50,5,6,4,3,4,2,15,1
21593,0.002,230,8,1,0,32,0,43,1,76,5,8,4,3,4,4,10,1
21594,0.666,193,1,1,0,32,0,35,0,100,5,6,4,3,4,1,16,1
21595,0.458,139,3,1,1,32,1,30,0,91,1,14,5,3,9,4,6,0
21596,0.499,240,6,0,0,32,1,38,0,54,5,3,4,3,3,1,10,1
21597,0.583,446,5,1,1,32,1,55,0,95,5,6,4,1,4,2,19,1
21598,0.166,596,6,0,0,39,0,74,1,52,5,4,4,3,3,2,12,0
21599,0.523,484,5,1,1,32,1,58,1,50,5,6,4,3,6,2,5,1
21600,0.25,349,2,0,0,32,1,48,0,50,5,7,4,3,7,2,12,0
21601,0.583,483,7,1,0,32,2,59,0,50,5,11,2,1,6,5,10,1
21602,0.023,178,0,0,1,32,2,32,0,90,5,13,2,1,8,4,5,1
21603,0.019,649,8,1,0,39,0,72,0,50,5,9,4,3,7,5,7,1
21604,0.083,248,4,1,0,34,0,39,1,50,3,9,4,3,6,4,15,1
21605,0.189,109,2,0,0,32,1,27,0,100,5,5,4,3,4,2,11,1
21606,0.833,145,4,0,1,32,1,32,0,78,5,8,4,1,3,4,19,1
21607,0.497,480,6,1,0,39,0,76,0,50,5,11,4,3,6,5,15,1
21608,0.499,271,8,1,1,32,0,40,0,50,4,13,4,3,5,3,14,1
21609,0.338,97,6,0,1,32,1,27,0,147,5,4,4,3,3,2,3,1
21610,0.874,316,6,1,0,32,1,48,0,94,5,14,5,1,7,3,7,1
21611,0.083,120,8,1,0,32,1,33,0,76,5,9,4,3,6,5,17,1
21612,1,75,1,1,1,34,1,29,0,95,5,5,4,1,4,4,12,1
21613,0.433,91,0,1,0,32,1,32,0,95,5,5,4,3,4,2,13,1
21614,0.025,372,6,0,0,32,0,50,0,50,5,13,2,1,7,5,8,1
21615,0.666,563,6,0,0,39,0,72,1,50,5,6,4,3,5,2,14,2
21616,0.128,593,5,1,0,39,0,75,0,50,5,10,2,1,5,5,7,1
21617,0.749,91,2,0,0,32,0,26,0,68,5,5,4,3,3,1,15,2
21618,0.249,480,6,1,0,32,1,58,0,50,1,18,4,3,8,3,9,0
21619,0.083,120,3,1,0,32,2,28,0,80,5,11,2,1,7,3,16,1
21620,0.749,382,1,1,0,44,1,51,0,50,2,13,2,1,8,5,19,2
21621,0.422,134,3,1,1,32,0,29,0,60,5,8,2,1,5,2,20,1
21622,0.166,609,4,1,0,39,0,86,0,50,5,16,4,3,9,3,15,0
21623,0.157,208,3,1,0,32,0,37,0,67,5,12,2,1,7,3,14,1
21624,0.002,452,7,1,0,27,2,59,0,91,8,10,2,1,3,0,16,1
21625,0.75,315,6,1,0,32,0,44,0,54,4,15,4,3,5,3,6,0
21626,0.26,486,4,0,0,32,0,63,1,50,5,3,4,3,3,1,20,0
21627,0.8,343,4,1,0,32,0,47,1,51,6,19,4,3,7,3,14,2
21628,1,448,4,1,0,39,0,74,1,50,5,12,4,3,7,5,1,1
21629,0.178,352,0,0,0,39,0,66,1,50,5,8,4,3,6,2,14,1
21630,0.55,335,2,1,0,32,1,54,0,50,8,7,4,1,2,4,5,1
21631,0.85,340,0,0,1,32,1,47,1,50,5,7,4,3,4,2,17,0
21632,0.916,231,0,1,0,32,3,39,0,79,5,10,2,1,7,4,10,1
21633,0.249,268,0,1,0,32,2,42,0,50,3,13,2,1,5,3,9,1
21634,0.23,665,5,0,0,39,0,84,1,76,5,5,4,3,4,2,13,1
21635,0.8,182,0,1,0,45,3,34,0,50,5,9,4,3,5,4,10,1
21636,0.002,457,6,1,0,34,1,57,0,50,2,15,4,3,9,3,16,0
21637,0.431,280,0,1,0,25,3,45,0,58,4,11,2,1,6,4,1,1
21638,0.411,180,5,0,0,32,0,47,1,57,5,16,4,3,9,5,16,0
21639,0.083,382,8,1,0,32,1,56,0,50,5,12,4,1,3,5,8,1
21640,0.916,115,2,0,1,32,1,33,0,118,5,9,4,3,6,4,15,0
21641,0.583,55,2,0,0,32,2,24,0,80,5,6,2,1,4,2,17,1
21642,0.166,168,6,0,0,32,0,42,0,60,5,3,4,3,3,2,18,1
21643,0.794,293,1,1,0,32,2,42,0,50,4,11,4,3,7,4,16,1
21644,0.333,227,6,0,0,32,0,48,0,68,5,12,4,1,5,5,14,0
21645,0.833,462,1,0,0,32,1,58,0,50,5,13,5,3,8,4,8,1
21646,0.002,69,6,0,0,28,2,26,0,95,8,4,4,1,3,2,19,1
21647,0.856,476,3,1,0,32,1,58,0,65,1,5,5,3,1,1,8,1
21648,0.749,303,7,1,0,32,1,48,0,60,5,3,4,3,2,1,20,1
21649,0.583,219,8,1,0,34,1,45,0,95,5,6,4,1,3,4,13,1
21650,0.166,158,2,0,0,32,1,32,0,106,3,9,4,3,6,4,15,0
21651,0.333,163,4,1,1,32,1,32,0,140,5,6,4,3,6,2,13,1
21652,0.416,220,0,0,1,32,0,36,0,50,5,8,4,3,6,2,19,1
21653,0.052,7,7,1,1,10,1,19,0,100,5,6,4,3,4,4,18,1
21654,0.378,124,2,1,1,32,1,28,0,95,5,4,4,3,4,1,15,1
21655,0.833,519,2,0,0,39,0,62,0,50,5,10,2,1,6,4,12,1
21656,0.25,390,2,1,0,32,1,51,0,68,5,5,4,3,3,2,12,1
21657,0.944,132,6,1,1,32,1,29,0,64,5,6,4,1,3,2,10,1
21658,0.833,460,6,1,0,25,2,56,0,50,5,6,1,3,5,4,16,1
21659,0.289,46,2,0,0,34,1,23,0,85,5,7,2,1,4,2,15,1
21660,0.6,210,0,0,0,0,2,37,0,60,5,13,2,1,7,5,16,1
21661,0.494,320,2,1,0,32,2,45,0,50,5,9,4,3,5,2,16,1
21662,0.428,796,8,1,0,39,0,84,0,100,5,2,4,1,2,2,19,1
21663,0.154,343,5,1,0,32,1,49,1,55,5,6,4,3,5,2,11,0
21664,0.572,634,8,0,0,32,0,72,1,64,2,10,4,3,8,4,7,1
21665,0.666,103,5,1,0,34,0,34,0,85,6,10,4,3,4,5,15,0
21666,0.583,312,0,1,0,32,2,45,0,64,5,7,2,1,4,2,18,2
21667,0.333,420,2,1,0,30,2,53,0,55,8,5,4,1,3,2,16,1
21668,0.523,557,4,1,0,32,0,64,0,50,5,5,4,3,4,2,16,1
21669,1,225,2,0,0,32,1,37,1,50,5,5,4,3,3,2,17,1
21670,0.18,189,5,0,0,32,3,35,0,73,5,8,4,3,5,4,10,1
21671,0.416,562,0,1,0,0,2,69,0,55,5,12,2,1,7,5,9,1
21672,0.249,391,4,0,1,32,1,56,0,50,5,9,4,3,7,5,4,1
21673,0.99,640,4,1,0,39,0,75,0,50,5,13,2,1,7,5,20,2
21674,0.304,140,6,1,0,32,2,31,0,64,5,13,5,3,9,5,15,1
21675,0.008,129,6,1,0,32,1,30,0,95,6,18,4,3,7,3,13,0
21676,0.169,248,8,0,1,34,1,51,0,95,5,5,1,3,4,2,14,1
21677,0.695,144,5,1,1,34,1,30,0,67,5,3,4,3,4,2,12,1
21678,0.25,331,2,1,0,0,2,47,0,85,4,13,2,1,5,5,6,0
21679,0.165,358,6,0,1,32,2,47,0,50,5,3,4,3,3,1,17,1
21680,0.583,192,2,1,0,34,1,58,0,50,5,11,4,3,8,3,8,1
21681,0.804,218,1,1,0,32,0,39,1,95,5,5,4,3,3,2,4,2
21682,0.666,463,4,0,0,32,1,62,1,50,5,0,4,3,1,1,17,1
21683,0.394,335,0,1,1,32,0,46,0,100,6,12,5,3,9,5,16,0
21684,0.083,240,4,1,0,32,0,38,1,100,1,15,4,3,9,5,8,2
21685,0.002,100,3,0,0,32,1,26,0,85,5,7,2,1,5,2,15,1
21686,0.508,263,3,1,0,32,1,40,0,63,4,13,2,1,5,3,20,2
21687,0.342,433,7,1,0,32,1,54,0,50,5,10,4,3,5,5,15,1
21688,0.26,170,5,1,1,25,3,32,0,111,4,9,0,0,4,4,18,1
21689,0.307,372,1,1,0,32,2,49,0,50,7,13,2,1,8,5,13,1
21690,0.75,311,1,1,0,44,2,45,0,50,4,16,4,3,5,3,1,2
21691,0.458,52,8,1,0,32,1,29,0,100,5,8,4,1,4,4,18,1
21692,0.444,518,7,1,0,39,0,72,0,50,5,19,4,3,9,3,16,2
21693,1,139,3,1,0,32,1,29,0,60,5,9,4,3,7,5,17,1
21694,0.519,244,6,1,1,32,0,38,0,50,6,15,4,3,4,3,16,2
21695,0.166,420,2,1,0,32,2,53,0,50,5,16,4,3,9,3,16,0
21696,1,394,2,1,0,0,0,51,1,50,2,4,5,3,1,1,18,1
21697,0.166,408,3,0,0,32,1,54,0,50,6,13,5,1,4,3,9,1
21698,0.538,469,7,0,0,32,1,59,0,50,7,9,4,3,5,5,14,1
21699,0.75,456,1,1,0,32,1,57,0,50,5,10,2,1,6,4,15,1
21700,0.166,208,2,1,0,0,2,36,0,63,3,10,2,1,5,4,19,1
21701,0.666,454,5,0,0,7,1,56,0,50,5,10,4,3,6,4,17,1
21702,0.002,125,0,0,0,32,1,29,0,76,5,9,2,1,6,4,4,1
21703,0.75,152,5,0,0,32,1,41,1,80,5,6,4,3,3,2,18,1
21704,0.114,155,1,1,0,32,2,31,0,51,7,8,2,1,6,2,17,1
21705,0.058,184,6,0,0,32,1,37,1,112,5,2,4,3,2,2,16,1
21706,0.75,299,3,1,0,32,2,48,0,50,5,5,4,3,4,2,20,1
21707,0.583,467,1,1,0,0,2,57,0,50,1,13,4,3,6,4,15,1
21708,0.075,349,8,1,0,39,0,64,0,95,5,8,5,1,3,5,14,1
21709,0.833,170,8,1,0,0,1,33,0,60,5,3,1,3,3,2,15,1
21710,0.576,331,8,1,1,0,2,47,0,76,5,1,1,3,2,2,14,1
21711,0.666,684,8,1,0,39,0,75,1,50,6,4,1,3,0,0,20,1
21712,0.336,457,2,0,0,32,2,58,0,52,5,4,4,3,3,2,12,1
21713,0.774,52,1,1,1,32,2,24,0,90,5,6,4,3,6,2,17,1
21714,0.458,354,1,0,0,32,1,52,0,50,5,6,4,3,4,2,16,1
21715,0.502,260,0,0,0,32,1,45,0,50,5,7,2,1,3,2,13,1
21716,0.694,98,3,0,1,32,1,32,0,68,5,6,4,3,5,2,16,1
21717,0.8,448,3,0,0,34,1,59,0,50,5,6,4,3,6,2,4,1
21718,0.465,106,2,1,0,32,0,34,0,106,7,11,2,1,8,5,15,1
21719,0.079,376,8,1,0,29,0,49,0,100,8,3,1,3,3,2,17,1
21720,0.416,428,4,1,0,0,1,58,0,90,5,5,4,3,3,2,4,1
21721,0.48,459,8,1,0,39,0,65,0,50,5,9,4,1,4,5,20,0
21722,0.038,388,1,0,0,32,1,50,0,50,5,3,4,3,4,2,14,1
21723,0.666,172,5,1,0,32,1,33,0,57,5,10,4,3,6,4,17,1
21724,0.74,448,0,0,0,34,1,56,0,50,5,6,4,3,4,2,13,1
21725,0.5,148,2,1,0,32,1,36,0,95,6,16,4,3,9,5,8,0
21726,0.413,2,8,1,0,10,1,24,0,100,5,4,1,3,4,2,15,1
21727,0.083,255,2,1,0,32,2,41,0,50,8,5,4,1,1,0,18,1
21728,0.5,387,0,0,0,32,0,50,1,50,5,6,4,3,2,2,13,1
21729,0.75,208,1,1,1,32,1,36,0,95,5,6,4,3,6,2,19,1
21730,0.5,127,3,0,0,32,2,28,0,57,5,5,4,3,4,2,15,1
21731,0.128,414,0,0,0,20,0,52,0,50,5,7,4,3,3,2,16,1
21732,0.25,184,4,1,0,32,2,33,0,60,5,9,5,1,5,4,17,1
21733,0.924,126,7,0,1,32,1,28,0,95,5,4,4,3,3,2,18,1
21734,1,442,5,1,0,0,2,55,0,52,5,12,5,3,8,4,8,2
21735,0.5,398,7,0,0,0,2,51,0,50,5,4,4,3,2,1,14,1
21736,0.333,435,8,1,0,34,0,55,1,50,5,17,4,3,7,3,15,0
21737,0.666,180,8,1,0,32,1,36,0,100,5,4,4,1,2,2,13,1
21738,0.316,100,4,1,1,10,1,29,0,133,5,7,2,1,4,2,16,1
21739,0.5,178,3,0,0,34,1,33,0,50,3,10,4,3,6,4,15,1
21740,0.516,322,8,1,0,32,1,51,0,50,5,7,4,3,7,5,12,1
21741,0.001,403,7,1,0,32,0,52,1,50,5,8,4,3,6,4,18,1
21742,0.583,315,1,1,0,32,1,50,0,50,5,10,4,3,8,2,2,0
21743,0.974,253,8,1,1,32,1,42,0,100,5,5,1,3,3,2,12,1
21744,0.944,64,1,0,1,32,2,24,0,76,5,5,4,3,4,2,18,0
21745,0.416,678,5,0,0,39,0,77,0,50,5,3,4,3,4,2,16,1
21746,0.002,179,8,1,0,32,0,36,0,90,5,12,4,3,8,3,12,1
21747,0.416,202,4,1,0,44,2,36,0,51,8,11,2,1,4,0,15,1
21748,0.083,149,3,1,0,32,2,31,0,76,5,5,4,3,4,2,1,2
21749,0.833,422,3,1,0,32,2,53,0,50,5,16,4,3,9,3,16,0
21750,0.5,150,5,1,0,32,2,30,0,72,5,6,4,3,6,2,11,1
21751,0.25,127,1,0,1,34,0,29,0,85,1,9,4,3,8,2,20,0
21752,0.333,67,7,1,0,32,0,36,0,95,7,13,2,1,5,5,11,1
21753,0.568,510,8,0,1,32,0,61,1,50,5,4,4,3,2,2,14,2
21754,0.513,112,8,1,1,32,0,28,1,76,5,2,1,3,1,2,12,1
21755,0.416,156,8,1,1,32,2,31,0,85,6,22,4,3,9,3,17,2
21756,0.214,73,5,1,0,32,0,49,0,98,5,9,2,1,6,4,2,1
21757,0.5,83,6,1,1,32,1,25,0,76,5,3,4,3,3,1,16,1
21758,0.833,258,6,1,1,32,1,39,0,64,4,10,5,1,5,4,19,1
21759,0.143,304,5,0,0,32,1,45,0,74,5,5,4,3,5,1,16,1
21760,1,212,3,0,1,32,2,35,0,50,5,9,2,1,6,4,16,1
21761,0.711,360,1,1,0,25,3,48,0,50,0,11,2,1,3,0,15,1
21762,0.178,240,0,0,0,34,1,47,1,51,5,6,4,3,7,2,20,1
21763,1,287,1,1,0,44,1,44,0,50,5,10,4,3,7,5,15,1
21764,0.132,155,1,1,0,32,1,35,0,90,3,11,2,1,6,4,15,0
21765,0.088,214,2,1,0,32,1,38,0,50,5,12,2,1,8,4,15,1
21766,0.583,94,1,0,1,32,2,25,0,76,5,6,4,3,4,2,17,1
21767,0.019,506,2,0,0,32,1,61,0,50,2,4,5,3,1,1,15,1
21768,0.666,213,1,1,1,10,1,35,0,53,7,16,2,1,8,5,7,2
21769,0.606,220,6,1,0,32,1,40,0,80,8,10,4,1,0,0,18,1
21770,0.043,307,4,0,0,32,0,45,0,50,5,4,4,3,3,1,14,1
21771,0.5,283,5,0,0,32,1,41,1,50,5,6,4,3,6,2,17,1
21772,0.005,18,8,1,1,32,1,20,0,119,5,7,4,1,3,4,13,1
